,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
173,Mon Dec 25 11:18:15 +0000 2023,1739244156353118656,"Solo makin maju, terima kasih kepada Gibran Jakarta dan Jateng? Masih menunggu terobosan di era Muhaimin @Mas_Awokawok  https://t.co/aT875lwhkT",0,0,0,0,in,1678829179280949249,1739244156353118656,edna_wati,https://twitter.com/edna_wati/status/1739244156353118656
174,Mon Dec 25 11:18:14 +0000 2023,1739244155317166564,"Gibran bikin Solo hebat, Cak Imin mungkin masih sibuk mencari inspirasi politik di tempat yang salah @nekadmorello  https://t.co/04SaIJR4Do",0,0,0,0,in,1678701861631836162,1739244155317166564,AdiwangsaRaden,https://twitter.com/AdiwangsaRaden/status/1739244155317166564
175,Mon Dec 25 11:18:14 +0000 2023,1739244153802993894,"Gibran berhasil membuat Solo lebih maju, sedangkan Muhaimin, berhasil membuat kekecewaan terus menerus @SanusiUndins  https://t.co/F99vQ3BV0g",0,0,0,0,in,1678693358674509825,1739244153802993894,martuasahid,https://twitter.com/martuasahid/status/1739244153802993894
176,Mon Dec 25 11:18:14 +0000 2023,1739244152829997438,"Gibran dan Solo berhasil, Jakarta dan Jateng tergoyang Cak Imin, sepertinya perlu mengevaluasi kembali strategi kepemimpinannya @putragaruda27  https://t.co/anyCe6F0xm",0,0,0,0,in,1678673723824668678,1739244152829997438,SaepulAbdu,https://twitter.com/SaepulAbdu/status/1739244152829997438
177,Mon Dec 25 11:18:14 +0000 2023,1739244152465109337,"Gibran bikin Solo hebat, Cak Imin kayaknya masih belajar nge-fly politik @anon_sialan  https://t.co/ViuWK6VRf4",0,0,0,0,in,1676857449926766592,1739244152465109337,tijahsripuadah,https://twitter.com/tijahsripuadah/status/1739244152465109337
178,Mon Dec 25 11:18:12 +0000 2023,1739244146878210138,"Gibran bikin Solo kekinian, Cak Imin kayaknya masih sibuk nyari kendaraan politik @jsp_id  https://t.co/T6Y5v50EpR",0,0,0,0,in,1676476875730976768,1739244146878210138,WinaMuratih,https://twitter.com/WinaMuratih/status/1739244146878210138
179,Mon Dec 25 11:18:12 +0000 2023,1739244146630721938,"Gibran Solo bisa, Cak Imin Jakarta ke mana aja? @dhemit_is_back  https://t.co/ZRjFL1YcIe",0,0,0,0,in,1673596830565953541,1739244146630721938,hasanduloh,https://twitter.com/hasanduloh/status/1739244146630721938
180,Mon Dec 25 11:18:12 +0000 2023,1739244144713961706,"Solo di bawah Gibran lebih kinclong dari Jakarta di bawah Cak Imin, apes deh! @Socotra101  https://t.co/Gw8XNCvYgk",0,0,0,0,in,1678712924037332992,1739244144713961706,NawawiAsna39,https://twitter.com/NawawiAsna39/status/1739244144713961706
181,Mon Dec 25 11:18:11 +0000 2023,1739244142155485295,@dodojogja2 @_NusantaraLand_ @gibran_tweet @Alie_Fahnoor @BANGSAygSUJUD @AndriDesvi10785 @bengkeldodo @Bank_Joee_ @hartonometroadv @segorosegoro1 @prabowo @prabowogibran2 Nah ..bisa di katakan suhu bila berani berbicara atau berdebat di kampus2.,0,0,0,0,in,1112650356138229760,1738935322434838664,Maknyus_nnn,https://twitter.com/Maknyus_nnn/status/1739244142155485295
182,Mon Dec 25 11:18:09 +0000 2023,1739244131845857613,"Gibran solo berhasil, Cak Imin Jakarta malah nyungsep @cooll04  https://t.co/cQtiT4cTt5",0,0,0,0,in,1676451347460407296,1739244131845857613,mimin_erna,https://twitter.com/mimin_erna/status/1739244131845857613
